"Country","Year","Cheapest brand of cigarettes - currency reported","Cheapest brand of cigarettes - price in currency reported","Cheapest brand of cigarettes - price in PPP$","Cheapest brand of cigarettes - price in US$ at official exchange rates","Premium brand of cigarettes - currency reported","Premium brand of cigarettes - price in currency reported","Premium brand of cigarettes - price in PPP$","Premium brand of cigarettes - price in US$ at official exchange rates","Most sold brand of cigarettes - currency reported","Most sold brand of cigarettes - price in currency reported","Most sold brand of cigarettes - price in PPP$","Most sold brand of cigarettes - price in US$ at official exchange rates"
"United Kingdom of Great Britain and Northern Ireland","2020","GBP","9.3","13.46","12.22","GBP","13.1","18.96","17.21","GBP","10.3","14.91","13.53"
